Project,Dataset,Table
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230612
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230619
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230626
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230703
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230724
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230731
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230807
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230814
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230821
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230828
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20230911
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20231030
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20231106
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20231211
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20231218
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20231225
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20240101
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20240108
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20240422
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_20240429
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_test
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_test1
gcp-wow-rwds-ai-safari-prod,digital_attribution_modelling_dev,safarievents_final_missing_test2
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_at_risk_haircare_high
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_at_risk_haircare_medium
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_at_risk_nn_ta_tn_20240219
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_at_risk_nn_ta_tn_20240226
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_at_risk_nn_tar_tn_20240219
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_at_risk_nn_tar_tn_20240226
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_bau_marketing_attribution_model_with_incsales_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_bau_marketing_attribution_model_with_incsales_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_bau_marketing_attribution_model_with_incsales_20221128
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_20221128
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_active_redeemer_no_c_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_active_redeemer_no_c_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_active_redeemer_no_c_20221128
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_20221128
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_active_redeemer_no_c_new_twin_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_active_redeemer_no_c_new_twin_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_active_redeemer_no_c_new_twin_20221128
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_new_twin_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_new_twin_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_bigw_marketing_attribution_model_with_incsales_new_twin_20221128
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_cf_nn_ta_tn
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_cf_nn_tar_tn
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_cf_tar_ctl_basket_size
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_cf_target_activated
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_cf_target_activated_redeemed
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_cf_target_notactivated
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20221010
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20221024
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20221031
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20221107
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_no_c_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_no_c_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_no_c_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_active_redeemer_no_c_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20221010
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20221024
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20221031
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20221107
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_new_twin_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_new_twin_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_new_twin_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_new_twin_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_no_c_new_twin_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_no_c_new_twin_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_no_c_new_twin_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_active_redeemer_no_c_new_twin_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_new_twin_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_new_twin_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_new_twin_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_new_twin_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_new_twin_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_marketing_attribution_model_with_incsales_new_twin_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220103
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220110
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220117
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220502
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220509
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220516
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220523
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220704
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220711
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220718
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220725
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220905
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220912
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220919
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20220926
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221010
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221024
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221031
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221107
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_conversions_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220103
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220110
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220117
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220502
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220509
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220516
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220523
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220704
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220711
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220718
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220725
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220905
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220912
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220919
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20220926
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221010
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221024
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221031
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221107
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_mta_light_touchpoints_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_pde_exp_crn_base
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_pde_exp_metric
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_pde_exp_metric_post
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_pde_exp_metric_post_nick
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_pde_pre_exp_statistics
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_redeemer_hurdle_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,anjin_redeemer_hurdle_bk_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,az_SA360_ProductStats
gcp-wow-rwds-ai-safari-prod,nash_personal,az_cartology_campaign_code_sku
gcp-wow-rwds-ai-safari-prod,nash_personal,az_dis_cartology_booking_id_with_missing_sku
gcp-wow-rwds-ai-safari-prod,nash_personal,az_dis_cartology_report
gcp-wow-rwds-ai-safari-prod,nash_personal,az_dis_conversions
gcp-wow-rwds-ai-safari-prod,nash_personal,az_dis_event_store
gcp-wow-rwds-ai-safari-prod,nash_personal,az_dis_event_store_FY24Q1
gcp-wow-rwds-ai-safari-prod,nash_personal,az_dis_event_store_sku_update
gcp-wow-rwds-ai-safari-prod,nash_personal,az_dis_event_store_sku_update_FY24Q1
gcp-wow-rwds-ai-safari-prod,nash_personal,az_email_marketable_target
gcp-wow-rwds-ai-safari-prod,nash_personal,az_email_marketable_target_first_9w
gcp-wow-rwds-ai-safari-prod,nash_personal,az_email_marketable_target_first_9w_no_filter
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_baby
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_baby_outlier_removed
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_cleaning_dishwasher
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_cleaning_dishwasher_outlier_removed
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_dentalcare
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_dentalcare_outlier_removed
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_haircare
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_haircare_outlier_removed
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_laundry
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_laundry_outlier_removed
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_pre_measurement_spend
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_skincare_cosmetics
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_basket_analysis_skincare_cosmetics_outlier_removed
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_brand_spend_analysis
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_brand_spend_analysis_pre_measurement_spend
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_brand_spend_analysis_v2
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_brand_spend_analysis_v3
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_category_spend_analysis
gcp-wow-rwds-ai-safari-prod,nash_personal,az_headroom_campaign_total_basket_analysis
gcp-wow-rwds-ai-safari-prod,nash_personal,az_long_term_behaviour_analysis
gcp-wow-rwds-ai-safari-prod,nash_personal,az_robis_calculate_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,az_robis_control_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,az_robis_match_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,az_robis_member_level_sales
gcp-wow-rwds-ai-safari-prod,nash_personal,az_robis_target_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,az_rtn_anything_but_blue_12w_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_rtn_anything_but_blue_green_12w_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_rtn_anything_but_blue_orange_12w_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_rtn_anything_but_blue_orange_green_12w_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_rtn_anything_but_green_12w_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_rtn_anything_but_orange_12w_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_rtn_anything_but_orange_green_12w_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_84552_scoring_data
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_84552_training_data
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220905
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220912
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220919
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20220926
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221010
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221024
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221031
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221107
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221114
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221121
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_20221128
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_1wk_trend
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220905
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220912
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220919
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20220926
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20221010
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20221017
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20221024
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20221031
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_20221107
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_4wk_trend
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220801
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220808
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220815
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220822
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220829
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220905
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220912
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220919
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20220926
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20221003
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_20221010
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_8wk_trend
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_data_v1
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_product_title
gcp-wow-rwds-ai-safari-prod,nash_personal,az_sem_prod_level_sales
gcp-wow-rwds-ai-safari-prod,nash_personal,az_weekly_targeted_crn
gcp-wow-rwds-ai-safari-prod,nash_personal,az_ws_tiger_ab_test_analysis
gcp-wow-rwds-ai-safari-prod,nash_personal,az_ws_tiger_ab_test_analysis_campaign_offer_data
gcp-wow-rwds-ai-safari-prod,nash_personal,az_ws_tiger_ab_test_analysis_points_cost
gcp-wow-rwds-ai-safari-prod,nash_personal,az_ws_tiger_ab_test_analysis_tiger_audience
gcp-wow-rwds-ai-safari-prod,nash_personal,az_ws_tiger_ab_test_analysis_tiger_redemptions
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_crn_aggregation
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_crn_aggregation_v2
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_crn_aggregation_v3
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_crn_aggregation_v4
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_crn_aggregation_v5
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_investigation
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_attr_basket_coalition
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_attr_coalition
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_attr_coalition_basket_level
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_attr_coalition_non_exposed
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_attr_crn_coalition
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_attr_crn_coalition_non_exposed
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_basket_coalition_bau
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_crn_coalition_bau
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_crn_coalition_bau_non_exposed
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_input_event
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_input_event_basket_level
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_attr_input_event_non_exposed
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_basket_level_raw_data
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_pre_gt
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_pre_gt_basket_level
gcp-wow-rwds-ai-safari-prod,nash_personal,azhang_bpm_mp_pre_gt_non_exposed
gcp-wow-rwds-ai-safari-prod,nash_personal,ecom_mta_exposed_shopper_base_ONL-4636_anjin
gcp-wow-rwds-ai-safari-prod,nash_personal,ecom_mta_exposed_shopper_base_ONL-6176_anjin
gcp-wow-rwds-ai-safari-prod,nash_personal,ecom_mta_exposed_shopper_base_ONL-6416_anjin
gcp-wow-rwds-ai-safari-prod,nash_personal,ecom_mta_exposed_shopper_base_ONL-6421_anjin
gcp-wow-rwds-ai-safari-prod,nash_personal,ecom_mta_exposed_shopper_base_ONM-5739_anjin
gcp-wow-rwds-ai-safari-prod,nash_personal,ecom_mta_exposed_shopper_base_anjin
gcp-wow-rwds-ai-safari-prod,nash_personal,ecom_mta_exposed_shopper_base_calibrate_ONL-4636_anjin
